GameID,FM1
1794,"Kelly: Nose (25), everyday (36), rabbit (37), Halloween (41) & caramel (48)Dave: Ears (29), every other day (once a wk. tied for #1), scarf, Thanksgiving & peanut butterUnsaid #1: Belly || Category: || ""Family Feud"""
1795,"Larry: Panties (24), stupid (3), clothing (5), 10 (31) & ring (55)Lawrence: Dress (7), loony (12), heart (29), eight (17) & car (4)Unsaid #1s: Bra & nuts/nutty"
1796,"Kelly: Four (25), tie (26), pebble (3), black (11) & break (53)Dave: Seven, undies (2), butt, pinto (3) & hand (7)Unsaid #1s: Dirt/soil & garbanzo/chickpea || Category: || ""Family Feud"""
1797,"Larry: Best friend (17), 10yrs (7), dog (36), clothes (46) & drinks (55)Lawrence: Mom (31), yr. (17), kangaroo, jewelry & peopleUnsaid #1: 5yrs"
1798,"Kelly: Mansion (15), 10 (15), funeral home (38), red (22) & godmother (23)Dave: $1M/lottery (25), 9 (9), new baby & tale (60)Unsaid #1s: 8 & green || Category: || ""Family Feud"""
1799,"Larry: $500 (13), sleep (14), peek (8), snake (35) & stomach (43)Lawrence: $1K (6), vacation (2), freak (30), shark & arm (4)Unsaid #1s: $100 & read"
1800,"CJ: Coworkers (4), 16, GA, coffee (18) & bananas (13)Ashley: Pillow, 12, FL (7), toothbrush/paste (35) & watermelon (46)Unsaid #1s: Dog/pet, 30 & HI  || Category: || ""Family Feud"""
1801,"Tiffany: Wedding (28), Big Bird (37), 35 (5), (chicken) wings (45) & put deodorant on (33)Larcell: Church (35), Bert (3), 30 (4), cheese(sticks)(6) & shave (47)Unsaid #1: 50"
1802,"Scott: Gun (28), three (22), wave it down (32), mood (9) & grape (48)Paul: Hat (41), one (14), calling on phone (15), rude & strawberryUnsaid #1s: Two & dude || Category: || ""Family Feud"""
1803,"Shelby: Firemen (25), toothbrushes (12), pig (3), 10 (33) & mop (13)Alex: Doctor, chair (17), lion (2), 8 (11) & towels (16)Unsaid #1s: Drill, dog & paper towels"
1804,"Brandy: Computer (17), 50% (27), legs (2), public & take out trashBrooke: Printer (4), 80%, backyard, night & vacuuming (10)Unsaid #1s: Bathroom, mouth,high & wash dishes || Category: || ""Family Feud"""
1805,"Shelby: Barking (33), twice (23), â€œI love youâ€ (31), airplane (46) & cast (31)Alex: Bite him (5), four (5), â€œGood nightâ€ (35), boat & walkerUnsaid #1s: Sleeping, once & crutches"
1806,"Cheri: 8 (13), Sleepy (10), kiss (15), sauce (18) & shoes (2)Janetta: 7 (10), Happy (29), eat (35), ricotta/cheese (41) & mail (10)Unsaid #1s: 5, Doc, talk & cat/pet || Category: || ""Family Feud"""
1807,"Sara: Butt (4), 5lbs (8), cage (3), Christmas (39) & radio (57)Rosie: Feet (5), 20lbs (6), elevator (25), Thanksgiving (17) & windshield wipers (4)Unsaid #1s: Brain & 10lbs"
1808,"Carolyn: 8 (23), best friend (22), pistol (11), smoke (35) & Democrat (48)Miasia: 10 (35), mom (37), hat, drink/eat & Republican || Category: || ""Family Feud"""
1809,"David: Respect (24), Puffs (24), 23 (10), popcorn (40) & closet (48)Elias: Money (49), Pebbles (3), 40, chips (9) & under bedUnsaid #1: 25"
1810,"Carolyn: 10 (36), tennis (28), home (25), purple (43) & egg (32)Janetta: 7 (6), basketball, wedding (28), blue (29) & nut || Category: || ""Family Feud"""
1811,"Daniel: 20 (26), 1st birthday party, horse (9), college (2) & football (50)Elias: 30 (9), police office (11), motorcycle (14), getting married (19) & rugby (2)Unsaid #1s: Church, bull & working/retirement"
1812,"Carolyn: 6 (10), number (29), legs (13), Africa & elephant (6)Janetta: 10 (6), place, hands (7), Hawai'i & giraffe (20)Unsaid #1s: 5, ankles, France & lion || Category: || ""Family Feud"""
1813,"Daniel: 10 (25), head (31), diaper (31), work (42) & snakes (53)Elias: 7 (21), throat, undies, exercise & spidersUnsaid #1: 8"
1814,"Carolyn: Have sex (3), wiper (11), doctor's office (16), 18 (8) & horse racing (46)Miasia: Walk (15), sniper (20), DMV (15), 16 (36) & fliesUnsaid #1s: See, diaper & work || Category: || ""Family Feud"""
1815,"T'Wana: 30, black (6), food, chicken (19) & bathroom (48)Jimmy: 40 (24), potato, grandkid (16), pizza (34) & bar (9)Unsaid #1s: 50, green & chair"
1816,"Roger: $100 (26), dressing rm. (2), SC, wheat (37) & stomach (44)Raphael: $20 (24), chairs (16), NE (4), rye (17) & butt (16)Unsaid #1s: Lifeguard & UT || Category: || ""Family Feud"""
1817,"T'Wana: 8 (11), pork (32), mouthpiece (30), horses/animals (42) & NY (56)Isaiah: 10 (21), dork (37), cuff/jockstrap, cotton candy & Miami"
1818,"Roger: Bed/pillows/covers (36), CO (21), three (16), football (41) & sentenceRaphael: TV (26), NV, two (39), tennis & month (2)Unsaid #1: End || Category: || ""Family Feud"""
1819,"Marcos: Best friend, can of soda (15), memory, 10 days (7) & good-looking (12)Bianca: Booze (30), balloon (20), strength, five days (7) & compassionate (3)Unsaid #1s: Pimple, milk, wk. & rich"
1820,"Jackie: Three (33), bar (2), mom (2), comer & work (46)Lakeela: Seven, Orlando (20), spouse/mate (46)- L (Final two answers: Scummer & play)Unsaid #1s: Beach, Summer & night || Category: || ""Family Feud"""
1821,"Julie: 9, animals (12), fairy (25), see, monkey do (7) & new car (42)Jessica: 8 (7), family (24), berry (4), business (36) & home (3)Unsaid #1s: 5, homes & scary"
1822,"Kirsten: Shopping mall (20), 10 (18), fixing her face (35), straw (37) & mouth (57)Tamia: Restaurant (44), 9, dressing up, blue & doorUnsaid #1: 8 || Category: || ""Family Feud"""
1823,"Zach: Day (15), lewd/lude (5), mom (26), Q-tips/cotton (40) & guitar (41)Rich: Wk. (14), prude (6), spouse/mate (38), earbuds (27) & pianoUnsaid #1s: Forever & rude"
1824,"Natalie: 15, ID, door (16), flag (30) & dogRosalind: 12 (12), 1st aid kit (18), window (18), military (3) & tiger (6)Unsaid #1s: 10, flashlight, TV & lion || Category: || ""Family Feud"""
1825,"Ed: Mama (23), 16 (27), rabbit (6), world (32) & music (8)Jeanna: Father (7), 18 (7)- G.O. (Final three answers: Iguana, time & something for college)Unsaid #1s: Squirrel & booze"
1826,"Barbara: Watermelon (35), six (27), swimming pool (6), giggle (42) & Christmas (28)Maurice: Basketball (28), four (26), locker rm. (9), snicker & OctoberUnsaid #1s: Doctor's office, chuckle & Thanksgiving || Category: || ""Family Feud"""
1827,"Malanai: Bra (32), 7 (18), cake (33), juice (39) & wrapping paper (42)U'i: Panties (23), 10 (22), presents, sauce & ribbonUnsaid #1s: Balloons & tape || Category: || ""Family Feud"""
1828,"Mary Beth: 60% (11), fox (24), hands (3), drinking (13) & bar (50)Curt: 100% (4), frog (21), legs, their eyes & concert theater (7)Unsaid #1s: 50%, eyes & acne || Category: || ""Family Feud"""
1829,"Carly: Legs (28), home (29), 40 (23), shoes (32) & banana (55)Ben: Upper lip/face (46), car, 30, car & orangeUnsaid #1s: 50 & bed/mattress || Category: || ""Family Feud"""
1830,"Carly: 5 (14), basket (24), tacos (19), (car) keys (31) & face (53)Ben: 10, foot (18), eggs (27)- G.O. (Final answers: Boogie Board & crotch)Unsaid #1: 3 || Category: || ""Family Feud"""
1831,"Carly: Pillowcase (7), blender (6), CO (17), whip (39) & five (16)Ben: Dog/pet (30), IL & six (44)Unsaid #1s: Fender & MI || Category: || ""Family Feud"""
1832,"Mary Beth: Yr. (32), church (19), children (23), beaver (34) & pretty (42)Carly: Six months (35), court, mom (21), chipmunk & ravishingUnsaid #1s: Work, spouse/mate & termites"
1833,"Jessica: Earrings (30), 16 (7), sucker (23), bus (2) & cotton (64)Alyse: Shoes (35), 13 (13), popsicle/ice cream (36), class & woolUnsaid #1s: 18 & movie theater || Category: || ""Family Feud"""
1834,"Lisa: Marriage/love (20), food (26), 12 (23), rod (13) & drink water (2)Erika: Kids (17), catnip (28), 13 (9), pole (40) & exercise (56)Unsaid #1: 10"
1835,"Louana: Two (19), step (7), pub (6), road (35) & spouse/mate (49)Chad: Seven (11), grand (12), Panama City, artery (3) & momUnsaid #1s: Three, god & park || Category: || ""Family Feud"""
1836,"Danielle: Horse (23), towel (6), lawyer (14), 10PM (18) & fish (53)Cory: Boots (17), tent, doctor (15), 9PM (38) & dog (3)Unsaid #1s: Blanket & police"
1837,"Big Los: Music, five (3), fish (35), meteor (10) & blue (29)Ray Jr.: Money (16), three (18), pig, Mars (40) & white (64) Unsaid #1s: Food/candy, two & Moon || Category: || ""Family Feud"""
1838,"Danielle: Bed(room)s (46), 14 (19), Capt. Hook (6), football (14) & towel (48)Cory: Dwarfs (3), 15 (7), soccer (42) & clothesUnsaid #1s: 12 & fishing pole"
1839,"Greg: Cat (12), traffic (7), face/forehead (36), 15 & red nose (49)Mary Beth: (Grand)child, car (3), butt, 10 (16) & wig (13)Unsaid #1s: Pillow/covers, storm/rain & 12 || Category: || ""Family Feud"""
1840,"Danielle: Toilet/bathroom (16), booze (37), 200 (3), God (43) & TX (45)Russ: Sink, BBQ (10), 150, heaven & TN (55)Unsaid #1s: TV & 50"
1841,"Greg: Pen(cil)(25), month (33), dad (14), tent & burgersMary Beth: Stick (4), two months (21), mom (27), ball (7) & hot dog (52)Unsaid #1s: Finger & umbrella || Category: || ""Family Feud"""
1842,"April: Five (7), hat (4), quit/get new job (31), vacation & red (63)Marques: Eight, eye patch (29), cuss him out (29), food/groc. (44) & greenUnsaid #1: Two"
1843,"Alexandra: Smoking (30), 7 (27), pants (45), elephant (48) & potion (44)Mary Beth: Eating (22), 8, dress, hippo & motion || Category: || ""Family Feud"""
1844,"Justin: Electricity, monkey/ape (28), drink (4), room & 10 (43)Jimmy: Club (28), dog (19), sleep (8), matter (7) & 9 (17)Unsaid #1s: Go to movies & â€œKnightâ€"
1845,"Alexandra: Roller coaster (24), 4 (9), water, elephant (10) & mom (6)Mary Beth: Bicycle (20), 7 (12), cap (26), bear (35) & spouse/mate (58)Unsaid #1: 5 || Category: || ""Family Feud"""
1846,"Justin: Face (31), 10 (12), chips (8), germs (9) & bathroom (36)Jimmy: Legs (5), 8 (18), pretzels (2), crowds/people (44) & bedroom (49)Unsaid #1s: 5 & fruit"
1847,"Nae: Tuna (26), ring (23), church, 30 & throw up (47)Justin: Ham/cheese (3), sing (7), groc. store (7), 16 (36) & jump (8)Unsaid #1: Bar/nightclub || Category: || ""Family Feud"""
1848,"Justin: 8 (3), tossed (11), sporting event (2), brush teeth (6) & dust (45)Jimmy: 4 (12), silly, significant other's home (4), eat (breakfast)(37) & monsterUnsaid #1s: 1, potato & fruit (tied) & mall/store"
1849,"Pat: Drink (11), 50 (12), arm (3) & wheel (3)Justin: Listen to music (3), 60, rocking (29), brush teeth & merry go-rd. (49)Unsaid #1s: Date, 30 & wake up || Category: || ""Family Feud"""
1850,"Donald: $ (23), Arrow (6), deer, 2hrs & TX (8)Jimmy: Kids (27), mirror (3), lion (6), hr. & FL (56)Unsaid #1s: Heart(ed), owl & day"
1851,"Tarita: Valentine's Day (47), 7 (5), alpha, lemon (49) & eye (28)Nae: Christmas (39), 6 (6), black (5), sugar (35) & legUnsaid #1s: 1 & junk & E (tied) || Category: || ""Family Feud"""
1852,"Jimmy: Sleigh (23), back (16), car (48), 10yrs (44) & woman (45)Justin: Rudolph/reindeer (34), ears, train, 8yrs & roadUnsaid #1: Butt"
1853,"Tarita: Hamster (10), 10 (10), jewelry (24), baby (32) & potato (47)Nae: Guinea pig (6), 7 (6), car (26) & corn (6)Unsaid #1s: Cat/kitten & 1 || Category: || ""Family Feud"""
1854,"Ashley: Bull (26), soccer, sippy (3), every other wk. (3) & orange (17)Dre: Horse (4), basketball (25), D, once a wk. (11) & apple (51)Unsaid #1s: Coffee & once a month"
1855,"Frances Ann: 6 (4), head (24), bracelet (2), mash (7) & harmonica (19)David: 7, heart (5), car (28), lash & flute (41)Unsaid #1s: 5, back & cash || Category: || ""Family Feud"""
1856,"Dre: Hat/clothes (30), 13 (21), use bathroom (16), sloth (28) & bugs (39)Ashley: Hay (9), 12 (34), eat (25) & turtleUnsaid #1: Rain/weather"
1857,"Annie: Squirrel (9), 21 (2), jobs (43), L.A. (41) & stripteaseAntonia: Lion, 13, NY (39) & beach (4)Unsaid #1s: Rabbit, 40 & beauty pageant || Category: || ""Family Feud"""
1858,"April: Dad (5), Amy (28), 8 (4), Eve (15) & be petted (6)Kevin: Mom (23), Kim (2), 10 (5), gift & lick themselves (9)Unsaid #1s: Friend, 5, tree & sleep"
1859,"Tyler: Strip joint (36), hatch (23), shirts (2), five (42) & bark (30)Sandy: Bar (42), catch (24), palm trees, six (25) & mooUnsaid #1: Food/luau || Category: || ""Family Feud"""
1860,"Stephanie: 5 (23), shoes, watch TV (18), shoes (38) & boat (52)April: 6 (10), makeup (18), read (14) & piratesUnsaid #1s: 10, cologne/aftershave & sleep"
1861,"Tyler: Piece of cake (7), 5yrs (17), cars (38) & jockstrap (9)Sandy: Piece of pie (12), 3yrs (13), spoon (4), marriages (10) & monkey (53)Unsaid #1s: Cookie, 2yrs & dune || Category: || ""Family Feud"""
1862,"Julia: Everything, rabbit (18), hole (2), 20 (4) & alarm clock (42)Ephraim: Home (37), reindeer, mud (37), 100 & children crying (3)Unsaid #1s: (Half of) money, rhino & 40"
1863,"Derrick: 5 (28), loop (20), pig (21), Grumpy (49) & potato (64)Angela: 7 (28), boop, panda, Dopey & beetUnsaid #1: Hoop || Category: || ""Family Feud"""
1864,"Julia: Homes, 9 (11), waist (26), drink/body shots (30) & elephantEphraim: Boots (43), 10 (24), neck size, hook up (13) & pigUnsaid #1s: Earrings, bust/bra & duck"
1865,"Derrick: 18 (17), rum (7), bedspread (2), Chick-O & lights (12)Angela: 16 (3), tequila (24), shoes/clothes (18), match (4) & cards (12) Unsaid #1s: 20, furniture/bed, pick up & tree || Category: || ""Family Feud"""
1866,"Kayla: 10 (9), prisoners (18), horse (29), Vegas & jumbo (57)Cory: 9 (13), bars (21), camel (28), WA (2) & â€œDUMBOâ€ (28)Unsaid #1s: 5 & 8 (tied), bed/sheets, elephant & FL"
1867,"Jessi: Dog (20), boil (34), Happy (39), two (43) & washing machine (53)- ACEDDane: Bear (17), spoil, Dopey, all & dryer || Category: || ""Family Feud"""
1868,"Kierstin: Rhino (13), money (26), church (18), 7 (15) & scrambled (44)Kaitlin: Hippo (21), obstacle course, beach/ocean (27), 8 (11) & runnyUnsaid #1: 1"
1869,"Angie: Canary, lipstick (20), real (19), 6PM (36) & jumping (4)Teisha: Penguin, blush (11), simple (13), 7PM (18) & running (42)Unsaid #1s: Ostrich & clean || Category: || ""Family Feud"""
1870,"Terrie: Spouse/mate (26), 8 (35), green (36), being rich (10) & sweatshirt (20)Kierstin: Friend (35), 7 (11), red (17), mom (8) & jacket (18)Unsaid #1s: Getting married & car"
1871,"Angie: Restaurant (30), 7 (6), football (20), peach (29) & bald head (14)Teisha: Work (4), 9 (7), baseball (3), banana (31) & buttUnsaid #1s: 10, golf & weight/belly || Category: || ""Family Feud"""
1872,"Terrie: 2 (16), back (28), Feb. (8) & steam (3)Kierstin: 8 (10), chest (2), Apr. (6), banjo (2) & beam (5)Unsaid #1s: 1, Mar., cello & cream"
1873,"Unique: Groin (9), $100 (25), umbrella (41), dog (7) & video games (21)Connita: Legs, $50 (12), toupee (10), plank (42) & candy/food (52)Unsaid #1: Fingers/hands || Category: || ""Family Feud"""
1874,"Terrie: Gun (38), 8 (24), milk (29), airplane (42) & lawnmower (57)Kierstin: Wallet (5), 10 (22), bread, roller coaster/amusement park & hedger"
1875,"Janna: Chocolate/candy (14), donkey (3), 8 (13), car (32) & board (42)Janet: Cake (8), pig (7), 10 (35), your brain (2) & wave (2)Unsaid #1s: Ice cream & elephant || Category: || ""Family Feud"""
1876,"Peggy: 2hrs (4), tail (25), Christmas (5), spider (30) & limb (4)Carly: :05, batteries, anniversary (27), cockroach (19) & treeUnsaid #1s: Wk. & intelligence"
1877,"Janna: Whistle (9), 9 (12), big (4), lifeguard (44) & stethoscope (60)Cheryl: Cat (11), 8 (21), cheese (28), aquarium worker (2)Unsaid #1: People/mail carrier || Category: || ""Family Feud"""
1878,"Category: || ""Family Feud"""
